,Day,Month,Year,Latitud,Longitud,Sierra,Hierro,PIT,LC_capture,Ancho_capture,Plastron_capture,Peso_capture,lcclass,Birth_year,Release_year,release,Stage,Sex,Age_release,Age_capture,mod.ID,dup.ID,Sex_capture,Sex_stage,Sex_retro
1023,2,5,1986,,,14173,,,28.5,30.2,,1.6,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,151,FALSE,Indeterminada,Indeterminada,Indeterminada
1024,10,7,1987,,,14173,,,32.6,34.6,22.8,29,30,1981.5,1986,0,Juvenil,,4.5,5.5,151,FALSE,Indeterminada,Indeterminada,Indeterminada
1025,26,2,1988,,,14173,,,37,38.6,26.5,3.3,30,1981.5,1986,0,Juvenil,Macho,4.5,6.5,151,FALSE,Indeterminada,Indeterminada,Indeterminada
1026,24,2,1989,,,14173,,,40.1,42.1,28.9,4.4,40,1981.5,1986,0,Juvenil,Macho,4.5,7.5,151,FALSE,Indeterminada,Indeterminada,Indeterminada
1027,2,5,1986,,,14174,,,26.2,27.2,,1.3,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,152,FALSE,Indeterminada,Indeterminada,Indeterminada
1028,2,5,1986,,,14175,,,23.7,25.3,,1,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,153,FALSE,Indeterminada,Indeterminada,Indeterminada
1029,8,11,1988,,,14175,,,29.8,32,21.6,1.5,20,1981.5,1986,0,Juvenil,Macho,4.5,6.5,153,FALSE,Indeterminada,Indeterminada,Indeterminada
1030,2,5,1986,,,14176,,,25.5,27.2,,1.1,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,154,FALSE,Indeterminada,Indeterminada,Hembra
1031,22,11,1994,,,14176,,,66.9,71.2,49.8,33,60,1981.5,1986,0,Adulta,Hembra,4.5,12.5,154,FALSE,Hembra,Hembra,Hembra
1032,2,5,1986,,,14177,,,28.5,30,,1.8,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,155,FALSE,Indeterminada,Indeterminada,Indeterminada
1033,30,4,1987,,,14177,,,31,30.1,23.7,4,30,1981.5,1986,0,Juvenil,,4.5,5.5,155,FALSE,Indeterminada,Indeterminada,Indeterminada
1034,26,2,1988,,,14177,,,38,39.8,29.8,7.5,30,1981.5,1986,0,Juvenil,Macho,4.5,6.5,155,FALSE,Indeterminada,Indeterminada,Indeterminada
1035,13,11,1989,,,14177,,,45.4,47.2,35.4,5,40,1981.5,1986,0,Juvenil,Macho,4.5,7.5,155,FALSE,Indeterminada,Indeterminada,Indeterminada
1036,2,5,1986,,,14178,,,26.3,28.2,,1.4,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,156,FALSE,Indeterminada,Indeterminada,Indeterminada
1037,26,2,1988,,,14178,,,33.9,36,25.9,6.1,30,1981.5,1986,0,Juvenil,Macho,4.5,6.5,156,FALSE,Indeterminada,Indeterminada,Indeterminada
1038,24,2,1989,,,14178,,,37.3,39.3,20,4.6,30,1981.5,1986,0,Juvenil,Hembra,4.5,7.5,156,FALSE,Indeterminada,Indeterminada,Indeterminada
1039,2,5,1986,,,14179,,,28,30.2,,2,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,157,FALSE,Indeterminada,Indeterminada,Indeterminada
1040,2,5,1986,,,14180,,,24,26,,1.1,20,1981.5,1986,1,Juvenil,Indeterminada,4.5,4.5,158,FALSE,Indeterminada,Indeterminada,Indeterminada
1041,2,5,1986,,,14204,1112,42060825,14.5,15.8,8.61,0.1833,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,159,FALSE,Indeterminada,Indeterminada,Macho
1042,10,11,1988,,,14204,,42060825,20.5,21.5,14.3,7.5,20,1984.5,1986,0,Juvenil,Macho,1.5,3.5,159,FALSE,Indeterminada,Indeterminada,Macho
1043,2,9,2000,-1.36839,-89.70075,,1112,42060825,47.8,51.4,36.9,12.7,40,1984.5,1986,0,Adulta,Juvenil,1.5,15.5,159,FALSE,Indeterminada,Macho,Macho
1044,8,9,2007,-1.36692,-89.69719,,396,42060825,61.3,65.5,47.5,26,,1984.5,1986,0,Adulta,Macho,1.5,22.5,159,FALSE,Macho,Macho,Macho
1045,2,5,1986,,,14205,,,13.1,14.6,7.61,0.1213,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,160,FALSE,Indeterminada,Indeterminada,Indeterminada
1046,10,7,1987,,,14205,,,14,15.5,9.7,285,10,1984.5,1986,0,Juvenil,Macho,1.5,2.5,160,FALSE,Indeterminada,Indeterminada,Indeterminada
1047,28,2,1988,,,14205,,,16,17.2,11,0.6,10,1984.5,1986,0,Juvenil,Macho,1.5,3.5,160,FALSE,Indeterminada,Indeterminada,Indeterminada
1048,9,11,1989,,,14205,,,22,23.4,15.5,23,20,1984.5,1986,0,Juvenil,Macho,1.5,4.5,160,FALSE,Indeterminada,Indeterminada,Indeterminada
1049,22,6,1990,,,14205,,,25.5,26.6,18,33.5,20,1984.5,1986,0,Juvenil,,1.5,5.5,160,FALSE,Indeterminada,Indeterminada,Indeterminada
1050,14,6,1991,,,14205,,,31,32,22,6.4,30,1984.5,1986,0,Juvenil,,1.5,6.5,160,FALSE,Indeterminada,Indeterminada,Indeterminada
1051,2,5,1986,,,14206,,,15.2,14.7,9.36,0.2271,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,161,FALSE,Indeterminada,Indeterminada,Indeterminada
1052,2,5,1986,,,14207,,,15.4,16.8,9.2,0.216,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,162,FALSE,Indeterminada,Indeterminada,Macho
1053,30,4,1987,,,14207,,,17,18.7,11.7,2.8,10,1984.5,1986,0,Juvenil,,1.5,2.5,162,FALSE,Indeterminada,Indeterminada,Macho
1054,28,2,1988,,,14207,,,23,24.6,16,0.7,20,1984.5,1986,0,Juvenil,Macho,1.5,3.5,162,FALSE,Indeterminada,Indeterminada,Macho
1055,11,11,1989,,,14207,,,32.3,35,23.6,6,30,1984.5,1986,0,Juvenil,Hembra,1.5,4.5,162,FALSE,Indeterminada,Indeterminada,Macho
1056,22,6,1990,,,14207,,,37.2,38.7,27.5,2.3,30,1984.5,1986,0,Juvenil,,1.5,5.5,162,FALSE,Indeterminada,Indeterminada,Macho
1057,7,11,1991,,,14207,,,45.6,47.5,34.5,8.7,40,1984.5,1986,0,Juvenil,,1.5,6.5,162,FALSE,Indeterminada,Indeterminada,Macho
1058,3,12,1993,,,14207,,,59.4,62,45.2,34,50,1984.5,1986,0,Adulta,,1.5,8.5,162,FALSE,,Macho,Macho
1059,23,11,1994,,,14207,,,62.2,64.8,47.3,26,60,1984.5,1986,0,Adulta,Macho,1.5,9.5,162,FALSE,Macho,Macho,Macho
1060,2,5,1986,,,14208,,,15.8,17.5,9.76,0.27645,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,163,FALSE,Indeterminada,Indeterminada,Indeterminada
1061,2,5,1986,,,14209,,,16.2,17.7,9.67,0.2644,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,164,FALSE,Indeterminada,Indeterminada,Indeterminada
1062,2,5,1986,,,14210,,,14.6,15,8.34,0.1741,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,165,FALSE,Indeterminada,Indeterminada,Indeterminada
1063,7,11,1991,,,14210,,,26.3,27.8,18.1,4.5,20,1984.5,1986,0,Juvenil,,1.5,6.5,165,FALSE,Indeterminada,Indeterminada,Indeterminada
1064,2,5,1986,,,14211,,,15.1,16.4,8.84,0.1805,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,166,FALSE,Indeterminada,Indeterminada,Indeterminada
1065,2,5,1986,,,14212,,,13,15.1,7.9,0.1386,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,167,FALSE,Indeterminada,Indeterminada,Indeterminada
1066,2,5,1986,,,14213,213,42044362,17.4,19.4,10.6,0.3329,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,168,FALSE,Indeterminada,Indeterminada,Hembra
1067,1,9,2000,-1.36634,-89.69996,14213,213,42044362,44,46.1,33.7,9.7,40,1984.5,1986,0,Adulta,Juvenil,1.5,15.5,168,FALSE,Indeterminada,Hembra,Hembra
1068,29,5,2003,-1.36662,-89.70021,14213,213,42044362,55.3,57.6,42.3,8.7,50,1984.5,1986,0,Adulta,Hembra,1.5,18.5,168,FALSE,Hembra,Hembra,Hembra
1069,13,9,2007,-1.36622,-89.70043,14213,213,42044362,60,64,45.5,25,,1984.5,1986,0,Adulta,Hembra,1.5,22.5,168,FALSE,Hembra,Hembra,Hembra
1070,2,5,1986,,,14214,,,14.4,15.5,8.61,0.1639,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,169,FALSE,Indeterminada,Indeterminada,Indeterminada
1071,2,5,1986,,,14215,,,14.3,16,8.66,0.1755,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,170,FALSE,Indeterminada,Indeterminada,Indeterminada
1072,2,5,1986,,,14216,,,13.2,14.7,7.92,0.1298,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,171,FALSE,Indeterminada,Indeterminada,Indeterminada
1073,2,5,1986,,,14217,,,15.9,17.4,9.66,0.2392,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,172,FALSE,Indeterminada,Indeterminada,Indeterminada
1074,24,2,1989,,,14217,,,62,62.9,47.5,0.9,60,1984.5,1986,0,Adulta,Macho,1.5,4.5,172,FALSE,,Indeterminada,Indeterminada
1075,2,5,1986,,,14218,,,15.2,16.3,9.09,0.2173,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,173,FALSE,Indeterminada,Indeterminada,
1076,28,2,1988,,,14218,,,,,,38,,1984.5,1986,0,,,1.5,3.5,173,FALSE,,,
1077,2,5,1986,,,14219,1104,42050066,14.9,16.8,8.85,0.1956,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,174,FALSE,Indeterminada,Indeterminada,Hembra
1078,1,9,2000,-1.36695,-89.70089,219,1104,42050066,47.2,50.2,36.1,11.8,40,1984.5,1986,0,Adulta,Juvenil,1.5,15.5,174,FALSE,Indeterminada,Hembra,Hembra
1079,29,5,2003,-1.36638,-89.69904,,1004,42050066,55.5,58.4,42.6,1.2,50,1984.5,1986,0,Adulta,Juvenil,1.5,18.5,174,FALSE,,Hembra,Hembra
1080,13,9,2007,-1.36755,-89.70012,,1004,42050066,60,65,46,25,,1984.5,1986,0,Adulta,Hembra,1.5,22.5,174,FALSE,Hembra,Hembra,Hembra
1081,2,5,1986,,,14220,,,15.7,17.4,9.78,0.2464,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,175,FALSE,Indeterminada,Indeterminada,Hembra
1082,28,2,1988,,,14220,,,22.5,24.8,16.1,0.6,20,1984.5,1986,0,Juvenil,Macho,1.5,3.5,175,FALSE,Indeterminada,Indeterminada,Hembra
1083,24,2,1989,,,14220,,,26.6,28.9,19.5,3.5,20,1984.5,1986,0,Juvenil,,1.5,4.5,175,FALSE,Indeterminada,Indeterminada,Hembra
1084,14,6,1991,,,14220,,,41,43,31,7.7,40,1984.5,1986,0,Juvenil,,1.5,6.5,175,FALSE,Indeterminada,Indeterminada,Hembra
1085,22,11,1994,,,14220,,,59.7,62.6,45.5,24,50,1984.5,1986,0,Adulta,Hembra,1.5,9.5,175,FALSE,Hembra,Hembra,Hembra
1086,2,5,1986,,,14221,,,15.8,17.9,9.9,0.2574,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,176,FALSE,Indeterminada,Indeterminada,Hembra
1087,20,11,1994,,,14221,,,55,59.6,41.9,15.5,50,1984.5,1986,0,Adulta,Hembra,1.5,9.5,176,FALSE,Hembra,Hembra,Hembra
1088,2,5,1986,,,14222,1100,41817263,16.7,18.4,10.45,0.30003,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,177,FALSE,Indeterminada,Indeterminada,Hembra
1089,1,9,2000,-1.36665,-89.69994,222,1100,41817263,56.2,60.5,42.3,21,50,1984.5,1986,0,Adulta,Macho,1.5,15.5,177,FALSE,Macho,Hembra,Hembra
1090,2,6,2010,-1.36315,-89.70677,,1100,41817263,75,,,,70,1984.5,1986,0,Adulta,Hembra,1.5,25.5,177,FALSE,Hembra,Hembra,Hembra
1091,2,5,1986,,,14223,,,15.6,16.7,9.63,0.2162,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,178,FALSE,Indeterminada,Indeterminada,Macho
1092,30,4,1987,,,14223,,,17.2,19,12.5,4,10,1984.5,1986,0,Juvenil,,1.5,2.5,178,FALSE,Indeterminada,Indeterminada,Macho
1093,28,2,1988,,,14223,,,22.6,24.8,16.3,0.7,20,1984.5,1986,0,Juvenil,Macho,1.5,3.5,178,FALSE,Indeterminada,Indeterminada,Macho
1094,24,2,1989,,,14223,,,27,29.4,19.6,3.5,20,1984.5,1986,0,Juvenil,Macho,1.5,4.5,178,FALSE,Indeterminada,Indeterminada,Macho
1095,22,6,1990,,,14223,,,37,39,27.7,3.6,30,1984.5,1986,0,Juvenil,,1.5,5.5,178,FALSE,Indeterminada,Indeterminada,Macho
1096,14,6,1991,,,14223,,,42,45,32,9.3,40,1984.5,1986,0,Juvenil,,1.5,6.5,178,FALSE,Indeterminada,Indeterminada,Macho
1097,18,11,1994,,,14223,,,60.1,64.2,47,35,60,1984.5,1986,0,Adulta,Macho,1.5,9.5,178,FALSE,Macho,Macho,Macho
1098,2,5,1986,,,14224,,,16.1,17.6,10.003,0.2485,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,179,FALSE,Indeterminada,Indeterminada,Indeterminada
1099,18,11,1994,,,14224,,,42.6,41.5,34.2,9.3,40,1984.5,1986,0,Juvenil,Hembra,1.5,9.5,179,FALSE,Indeterminada,Indeterminada,Indeterminada
1100,2,5,1986,,,14225,225,41868783,14.6,15.7,8.78,0.1729,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,180,FALSE,Indeterminada,Indeterminada,Macho
1101,30,8,2000,-1.36867,-89.67697,14225,225,41868783,62.4,66,47.4,25.6,60,1984.5,1986,0,Adulta,Macho,1.5,15.5,180,FALSE,Macho,Macho,Macho
1102,13,9,2007,-1.36895,-89.67668,14225,225,41868783,67,80,57,42,,1984.5,1986,0,Adulta,Macho,1.5,22.5,180,FALSE,Macho,Macho,Macho
1103,2,6,2010,-1.36787,-89.67654,14225,225,41868783,80,,,,80,1984.5,1986,0,Adulta,Macho,1.5,25.5,180,FALSE,Macho,Macho,Macho
1104,2,5,1986,,,14226,,,16.2,17.6,10.09,0.2599,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,181,FALSE,Indeterminada,Indeterminada,Indeterminada
1105,2,5,1986,,,14227,,,15.1,16.9,9.33,0.2496,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,182,FALSE,Indeterminada,Indeterminada,Indeterminada
1106,2,5,1986,,,14228,,,14.7,16.1,8.95,0.1983,10,1984.5,1986,1,Juvenil,Indeterminada,1.5,1.5,183,FALSE,Indeterminada,Indeterminada,Indeterminada
1107,31,3,1987,,,14181,,,18.7,20.9,13,0.6185,10,1982.5,1987,1,Juvenil,Indeterminada,4.5,4.5,184,FALSE,Indeterminada,Indeterminada,Indeterminada
1109,22,6,1990,,,14181,,,18.9,20,13.3,11.5,10,1982.5,1987,0,Juvenil,,4.5,7.5,184,FALSE,Indeterminada,Indeterminada,Indeterminada
1108,26,2,1988,,,14181,,,23,25,15.9,5,20,1982.5,1987,0,Juvenil,,4.5,5.5,184,FALSE,Indeterminada,Indeterminada,Indeterminada
1110,14,6,1991,,,14181,,,23,24,16,3.2,20,1982.5,1987,0,Juvenil,,4.5,8.5,184,FALSE,Indeterminada,Indeterminada,Indeterminada
1111,31,3,1987,,,14182,,,19.4,20.9,14,0.6842,10,1982.5,1987,1,Juvenil,Indeterminada,4.5,4.5,185,FALSE,Indeterminada,Indeterminada,Hembra
1112,26,2,1988,,,14182,,,25.9,28,18.7,2.65,20,1982.5,1987,0,Juvenil,Hembra,4.5,5.5,185,FALSE,Indeterminada,Indeterminada,Hembra
1113,24,2,1989,,,14182,,,28.4,30.8,20.5,6,20,1982.5,1987,0,Juvenil,Hembra,4.5,6.5,185,FALSE,Indeterminada,Indeterminada,Hembra
1114,20,6,1990,,,14182,,,35.6,38.2,26.4,1.3,30,1982.5,1987,0,Juvenil,,4.5,7.5,185,FALSE,Indeterminada,Indeterminada,Hembra
1115,9,11,1991,,,14182,,,42.7,46,31.7,2.8,40,1982.5,1987,0,Juvenil,,4.5,8.5,185,FALSE,Indeterminada,Indeterminada,Hembra
1116,10,6,1993,,,14182,,,51,51.3,38.5,3.2,50,1982.5,1987,0,Juvenil,,4.5,10.5,185,FALSE,Indeterminada,Indeterminada,Hembra
1117,20,11,1994,,,14182,,,56.5,60.1,43.2,19,50,1982.5,1987,0,Adulta,Hembra,4.5,11.5,185,FALSE,Hembra,Hembra,Hembra
1118,31,3,1987,,,14183,,,20.7,22.7,14.9,0.8645,20,1982.5,1987,1,Juvenil,Indeterminada,4.5,4.5,186,FALSE,Indeterminada,Indeterminada,Indeterminada
1119,26,2,1988,,,14183,,,27.2,29.3,19.5,43,20,1982.5,1987,0,Juvenil,Macho,4.5,5.5,186,FALSE,Indeterminada,Indeterminada,Indeterminada
1120,2,12,1990,,,14183,,,36.9,39.7,27.7,4.8,30,1982.5,1987,0,Juvenil,,4.5,7.5,186,FALSE,Indeterminada,Indeterminada,Indeterminada
1121,16,6,1991,,,14183,,,41,43,30,8.2,40,1982.5,1987,0,Juvenil,,4.5,8.5,186,FALSE,Indeterminada,Indeterminada,Indeterminada
1122,31,3,1987,,,14184,,,24.9,27,18.5,1.5,20,1982.5,1987,1,Juvenil,Indeterminada,4.5,4.5,187,FALSE,Indeterminada,Indeterminada,Indeterminada
1123,26,2,1988,,,14184,,,31.3,33.5,23.6,25.2,30,1982.5,1987,0,Juvenil,Hembra,4.5,5.5,187,FALSE,Indeterminada,Indeterminada,Indeterminada
1124,23,6,1990,,,14184,,,40.8,43,30.3,10,40,1982.5,1987,0,Juvenil,,4.5,7.5,187,FALSE,Indeterminada,Indeterminada,Indeterminada
1125,31,3,1987,,,14185,,,21.6,24.2,15.8,1.0376,20,1982.5,1987,1,Juvenil,Indeterminada,4.5,4.5,188,FALSE,Indeterminada,Indeterminada,Indeterminada
1126,5,11,1988,,,14185,,,28.5,31.5,21.5,4.05,20,1982.5,1987,0,Juvenil,Hembra,4.5,5.5,188,FALSE,Indeterminada,Indeterminada,Indeterminada
1127,11,11,1991,,,14185,,,41.7,45,32.5,11,40,1982.5,1987,0,Juvenil,,4.5,8.5,188,FALSE,Indeterminada,Indeterminada,Indeterminada
1128,31,3,1987,,,14186,,,22.4,23.8,15.8,1.1,20,1982.5,1987,1,Juvenil,Indeterminada,4.5,4.5,189,FALSE,Indeterminada,Indeterminada,Indeterminada
1129,26,2,1988,,,14186,,,29,30.3,21.1,2.5,20,1982.5,1987,0,Juvenil,Macho,4.5,5.5,189,FALSE,Indeterminada,Indeterminada,Indeterminada
1130,24,2,1989,,,14186,,,32.5,34.8,23.8,50,30,1982.5,1987,0,Juvenil,Hembra,4.5,6.5,189,FALSE,Indeterminada,Indeterminada,Indeterminada
1131,31,3,1987,,,14187,,,19.2,20.9,13.6,0.6589,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,190,FALSE,Indeterminada,Indeterminada,Indeterminada
1132,31,3,1987,,,14188,,,22,23.7,15.5,0.9666,20,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,191,FALSE,Indeterminada,Indeterminada,Indeterminada
1133,26,2,1988,,,14188,,,28,29.6,19.8,4.65,20,1983.5,1987,0,Juvenil,Hembra,3.5,4.5,191,FALSE,Indeterminada,Indeterminada,Indeterminada
1134,1,12,1990,,,14188,,,40.4,43.8,30.3,4.4,40,1983.5,1987,0,Juvenil,,3.5,6.5,191,FALSE,Indeterminada,Indeterminada,Indeterminada
1135,31,3,1987,,,14189,,,19.9,22.1,14.8,0.7692,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,192,FALSE,Indeterminada,Indeterminada,Indeterminada
1136,26,2,1988,,,14189,,,26.2,28.3,18.8,28,20,1983.5,1987,0,Juvenil,Macho,3.5,4.5,192,FALSE,Indeterminada,Indeterminada,Indeterminada
1137,13,11,1989,,,14189,,,34.6,37.2,26.1,4.5,30,1983.5,1987,0,Juvenil,Macho,3.5,5.5,192,FALSE,Indeterminada,Indeterminada,Indeterminada
1138,20,6,1990,,,14189,,,37.7,40.3,27.9,48,30,1983.5,1987,0,Juvenil,,3.5,6.5,192,FALSE,Indeterminada,Indeterminada,Indeterminada
1139,31,3,1987,,,14190,,,18.5,20.3,13.7,0.6396,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,193,FALSE,Indeterminada,Indeterminada,Indeterminada
1140,26,2,1988,,,14190,,,24.4,26.7,17.8,20.5,20,1983.5,1987,0,Juvenil,Macho,3.5,4.5,193,FALSE,Indeterminada,Indeterminada,Indeterminada
1141,24,2,1989,,,14190,,,26,28.3,18.9,5.5,20,1983.5,1987,0,Juvenil,Macho,3.5,5.5,193,FALSE,Indeterminada,Indeterminada,Indeterminada
1142,31,3,1987,,,14191,,,17.8,19.2,12.7,0.5145,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,194,FALSE,Indeterminada,Indeterminada,Indeterminada
1143,26,2,1988,,,14191,,,23.4,25,16.5,4.5,20,1983.5,1987,0,Juvenil,Hembra,3.5,4.5,194,FALSE,Indeterminada,Indeterminada,Indeterminada
1144,24,2,1989,,,14191,,,25.8,27.7,18.2,2.5,20,1983.5,1987,0,Juvenil,Macho,3.5,5.5,194,FALSE,Indeterminada,Indeterminada,Indeterminada
1145,31,3,1987,,,14192,,,20.5,22.4,15.1,0.8012,20,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,195,FALSE,Indeterminada,Indeterminada,Indeterminada
1146,26,2,1988,,,14192,,,26,27.8,19.4,2.9,20,1983.5,1987,0,Juvenil,Hembra,3.5,4.5,195,FALSE,Indeterminada,Indeterminada,Indeterminada
1147,24,2,1989,,,14192,,,29,31.3,21.5,1,20,1983.5,1987,0,Juvenil,Hembra,3.5,5.5,195,FALSE,Indeterminada,Indeterminada,Indeterminada
1148,19,6,1990,,,14192,,,36.9,39,24,4.1,30,1983.5,1987,0,Juvenil,,3.5,6.5,195,FALSE,Indeterminada,Indeterminada,Indeterminada
1149,31,3,1987,,,14193,,,17.3,19.2,13,0.4859,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,196,FALSE,Indeterminada,Indeterminada,Macho
1150,13,11,1989,,,14193,,,43.2,46.1,32.1,6.5,40,1983.5,1987,0,Juvenil,Macho,3.5,5.5,196,FALSE,Indeterminada,Indeterminada,Macho
1151,20,6,1990,,,14193,,,46.7,50,34.3,8,40,1983.5,1987,0,Juvenil,,3.5,6.5,196,FALSE,Indeterminada,Indeterminada,Macho
1152,25,11,1994,,,14193,,,68.4,71,49.7,35,60,1983.5,1987,0,Adulta,Macho,3.5,10.5,196,FALSE,Macho,Macho,Macho
1153,31,3,1987,,,14194,194,41881260,19.6,21.2,14,0.6746,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,197,FALSE,Indeterminada,Indeterminada,Hembra
1154,4,9,2000,-1.37358,-89.68348,14194,194,41881260,53.9,57.7,41.3,18.2,50,1983.5,1987,0,Adulta,Hembra,3.5,16.5,197,FALSE,Indeterminada,Hembra,Hembra
1155,31,5,2003,-1.22457,-89.41047,,194,41881260,63.9,65.8,48.5,22,60,1983.5,1987,0,Adulta,Hembra,3.5,19.5,197,FALSE,Hembra,Hembra,Hembra
1156,8,9,2007,-1.37398,-89.68425,,194,41881260,71.5,75,53,30.9,,1983.5,1987,0,Adulta,Hembra,3.5,23.5,197,FALSE,Hembra,Hembra,Hembra
1157,31,3,1987,,,14195,,,18.7,20.5,13.2,0.5731,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,198,FALSE,Indeterminada,Indeterminada,Indeterminada
1158,26,2,1988,,,14195,,,24,25.8,17,2,20,1983.5,1987,0,Juvenil,Hembra,3.5,4.5,198,FALSE,Indeterminada,Indeterminada,Indeterminada
1159,10,11,1989,,,14195,,,30.6,33.5,22.5,4.9,30,1983.5,1987,0,Juvenil,Hembra,3.5,5.5,198,FALSE,Indeterminada,Indeterminada,Indeterminada
1160,20,6,1990,,,14195,,,34,35.8,24.8,1.6,30,1983.5,1987,0,Juvenil,,3.5,6.5,198,FALSE,Indeterminada,Indeterminada,Indeterminada
1161,16,6,1991,,,14195,,,39,41,29,4.9,30,1983.5,1987,0,Juvenil,,3.5,7.5,198,FALSE,Indeterminada,Indeterminada,Indeterminada
1162,31,3,1987,,,14196,,,17.2,18.5,12.3,0.4879,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,199,FALSE,Indeterminada,Indeterminada,Indeterminada
1163,26,2,1988,,,14196,,,22.3,23.6,15.9,4,20,1983.5,1987,0,Juvenil,Macho,3.5,4.5,199,FALSE,Indeterminada,Indeterminada,Indeterminada
1164,20,6,1990,,,14196,,,29.3,30.7,20.6,4.2,20,1983.5,1987,0,Juvenil,,3.5,6.5,199,FALSE,Indeterminada,Indeterminada,Indeterminada
1165,12,6,1991,,,14196,,,34,36,25,2.9,30,1983.5,1987,0,Juvenil,,3.5,7.5,199,FALSE,Indeterminada,Indeterminada,Indeterminada
1166,10,6,1993,,,14196,,,45.5,44.5,33.7,3.4,40,1983.5,1987,0,Juvenil,,3.5,9.5,199,FALSE,Indeterminada,Indeterminada,Indeterminada
1167,31,3,1987,,,14197,,,18.6,19.5,13.5,0.5785,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,200,FALSE,Indeterminada,Indeterminada,Indeterminada
1168,31,3,1987,,,14198,,,18.6,20.5,13.6,0.6209,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,201,FALSE,Indeterminada,Indeterminada,Indeterminada
1169,26,2,1988,,,14198,,,24,26,17.2,1.5,20,1983.5,1987,0,Juvenil,Macho,3.5,4.5,201,FALSE,Indeterminada,Indeterminada,Indeterminada
1170,16,6,1991,,,14198,,,37,40,28,4.6,30,1983.5,1987,0,Juvenil,,3.5,7.5,201,FALSE,Indeterminada,Indeterminada,Indeterminada
1171,31,3,1987,,,14199,,,19.3,20.6,13.7,0.6457,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,202,FALSE,Indeterminada,Indeterminada,Indeterminada
1172,26,2,1988,,,14199,,,24.2,25.7,16.8,6.5,20,1983.5,1987,0,Juvenil,Hembra,3.5,4.5,202,FALSE,Indeterminada,Indeterminada,Indeterminada
1173,31,3,1987,,,14200,,,21.7,23,15.9,0.8721,20,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,203,FALSE,Indeterminada,Indeterminada,Hembra
1174,26,2,1988,,,14200,,,27.6,29.3,20.4,1.8,20,1983.5,1987,0,Juvenil,Hembra,3.5,4.5,203,FALSE,Indeterminada,Indeterminada,Hembra
1175,17,6,1991,,,14200,,,37,41,28,4,30,1983.5,1987,0,Juvenil,,3.5,7.5,203,FALSE,Indeterminada,Indeterminada,Hembra
1176,24,11,1994,,,14200,,,62.6,65.4,49.2,26,60,1983.5,1987,0,Adulta,Hembra,3.5,10.5,203,FALSE,Hembra,Hembra,Hembra
1177,31,3,1987,,,14201,,,19.2,20.3,13.8,0.6207,10,1983.5,1987,1,Juvenil,Indeterminada,3.5,3.5,204,FALSE,Indeterminada,Indeterminada,Indeterminada
