,Day,Month,Year,Latitud,Longitud,Sierra,Hierro,PIT,LC_capture,Ancho_capture,Plastron_capture,Peso_capture,lcclass,Birth_year,Release_year,release,Stage,Sex,Age_release,Age_capture,mod.ID,dup.ID,Sex_capture,Sex_stage,Sex_retro
1664,11,2,1993,,,14465,,,22.9,24.5,16.5,1.2,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,439,FALSE,Indeterminada,Indeterminada,Indeterminada
1665,11,2,1993,,,14466,,,22.3,23.7,15,1.05,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,440,FALSE,Indeterminada,Indeterminada,Indeterminada
1666,26,11,1994,,,14466,,,30,31.6,21.3,2.8,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,440,FALSE,Indeterminada,Indeterminada,Indeterminada
1667,11,2,1993,,,14467,,,21,22.7,14.4,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,441,FALSE,Indeterminada,Indeterminada,Indeterminada
1668,22,11,1994,,,14467,,,28.9,30.8,20.7,2.7,20,1989.5,1993,0,Juvenil,Hembra,3.5,4.5,441,FALSE,Indeterminada,Indeterminada,Indeterminada
1669,11,2,1993,,,14468,,,21.1,23.1,15,0.85,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,442,FALSE,Indeterminada,Indeterminada,Indeterminada
1670,18,11,1994,,,14468,,,30.6,33.4,22.6,2.9,30,1989.5,1993,0,Juvenil,Hembra,3.5,4.5,442,FALSE,Indeterminada,Indeterminada,Indeterminada
1671,11,2,1993,,,14469,469,42046810,17.7,19.6,13.2,0.6,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,443,FALSE,Indeterminada,Indeterminada,Indeterminada
1672,18,11,1994,,,14469,,42046810,22.5,23.7,16.2,1.1,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,443,FALSE,Indeterminada,Indeterminada,Indeterminada
1673,2,9,2000,-1.37287,-89.69906,14469,469,42046810,48.6,51.8,38,12.8,40,1989.5,1993,0,Juvenil,Hembra,3.5,10.5,443,FALSE,Indeterminada,Indeterminada,Indeterminada
1674,11,2,1993,,,14470,,,21.3,23,14.6,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,444,FALSE,Indeterminada,Indeterminada,Indeterminada
1675,19,11,1994,,,14470,,,30.4,32.5,22,3,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,444,FALSE,Indeterminada,Indeterminada,Indeterminada
1676,11,2,1993,,,14471,,,19.2,20.5,13.4,0.65,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,445,FALSE,Indeterminada,Indeterminada,Indeterminada
1677,18,11,1994,,,14471,,,27.2,28.4,19.8,2,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,445,FALSE,Indeterminada,Indeterminada,Indeterminada
1678,11,2,1993,,,14472,,,19.4,21.5,13.4,0.75,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,446,FALSE,Indeterminada,Indeterminada,Indeterminada
1679,11,2,1993,,,14473,,,20.1,21.7,13.4,0.7,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,447,FALSE,Indeterminada,Indeterminada,Indeterminada
1680,11,2,1993,,,14474,,,21.9,25,16.2,1.1,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,448,FALSE,Indeterminada,Indeterminada,Indeterminada
1681,11,2,1993,,,14475,,,20.8,22.5,14.5,0.8,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,449,FALSE,Indeterminada,Indeterminada,Indeterminada
1682,11,2,1993,,,14476,,,19,20.1,13,0.65,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,450,FALSE,Indeterminada,Indeterminada,Indeterminada
1683,22,11,1994,,,14476,,,27.8,29,18.4,2.2,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,450,FALSE,Indeterminada,Indeterminada,Indeterminada
1684,11,2,1993,,,14477,,,19,21,13.1,0.75,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,451,FALSE,Indeterminada,Indeterminada,Indeterminada
1685,11,2,1993,,,14478,,,21.8,23,14.7,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,452,FALSE,Indeterminada,Indeterminada,Indeterminada
1686,11,2,1993,,,14479,,,21,22.5,14.6,0.85,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,453,FALSE,Indeterminada,Indeterminada,Indeterminada
1687,18,11,1994,,,14479,,,30,31.4,22.3,2.8,30,1989.5,1993,0,Juvenil,Hembra,3.5,4.5,453,FALSE,Indeterminada,Indeterminada,Indeterminada
1688,11,2,1993,,,14480,,,19.4,20.6,13,0.65,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,454,FALSE,Indeterminada,Indeterminada,Indeterminada
1689,19,11,1994,,,14480,,,29,30.8,20.6,2.6,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,454,FALSE,Indeterminada,Indeterminada,Indeterminada
1690,11,2,1993,,,14481,,,18,19.6,12.5,0.6,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,455,FALSE,Indeterminada,Indeterminada,Indeterminada
1691,11,2,1993,,,14482,,,20.2,21.5,14,0.75,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,456,FALSE,Indeterminada,Indeterminada,Indeterminada
1692,22,11,1994,,,14482,,,30,33,23,3.4,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,456,FALSE,Indeterminada,Indeterminada,Indeterminada
1693,11,2,1993,,,14483,,,20.2,21.9,14.3,0.8,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,457,FALSE,Indeterminada,Indeterminada,Indeterminada
1694,19,11,1994,,,14483,,,29.2,30.7,21.1,2.8,20,1989.5,1993,0,Juvenil,Hembra,3.5,4.5,457,FALSE,Indeterminada,Indeterminada,Indeterminada
1695,11,2,1993,,,14484,,,20.6,22,14.4,0.8,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,458,FALSE,Indeterminada,Indeterminada,Indeterminada
1696,18,11,1994,,,14484,,,28.2,30.8,20.9,2.4,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,458,FALSE,Indeterminada,Indeterminada,Indeterminada
1697,11,2,1993,,,14485,,,21.5,22.8,14.9,0.95,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,459,FALSE,Indeterminada,Indeterminada,Indeterminada
1698,26,11,1994,,,14485,,,30.7,32.4,22.6,3.1,30,1989.5,1993,0,Juvenil,Hembra,3.5,4.5,459,FALSE,Indeterminada,Indeterminada,Indeterminada
1699,11,2,1993,,,14486,,,20.4,22,14.4,0.85,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,460,FALSE,Indeterminada,Indeterminada,Indeterminada
1700,18,11,1994,,,14486,,,43.5,45.6,34.2,8.7,40,1989.5,1993,0,Juvenil,Macho,3.5,4.5,460,FALSE,Indeterminada,Indeterminada,Indeterminada
1701,11,2,1993,,,14487,,,19.6,20.8,13.2,0.7,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,461,FALSE,Indeterminada,Indeterminada,Indeterminada
1702,19,11,1994,,,14487,,,27,28.4,19.2,2.1,20,1989.5,1993,0,Juvenil,Hembra,3.5,4.5,461,FALSE,Indeterminada,Indeterminada,Indeterminada
1703,11,2,1993,,,14488,,,23,24.6,16.2,1.15,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,462,FALSE,Indeterminada,Indeterminada,Indeterminada
1704,11,2,1993,,,14489,,,19.6,21,12.7,0.7,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,463,FALSE,Indeterminada,Indeterminada,Indeterminada
1705,11,2,1993,,,14490,,,21,22.8,14.6,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,464,FALSE,Indeterminada,Indeterminada,Indeterminada
1706,18,11,1994,,,14490,,,30.9,33,23.2,3.2,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,464,FALSE,Indeterminada,Indeterminada,Indeterminada
1707,11,2,1993,,,14491,,,20.2,22.3,14.1,0.8,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,465,FALSE,Indeterminada,Indeterminada,Indeterminada
1708,11,2,1993,,,14492,,,21.1,22.6,14.8,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,466,FALSE,Indeterminada,Indeterminada,Indeterminada
1709,18,11,1994,,,14492,,,30.2,32.3,22.2,2.8,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,466,FALSE,Indeterminada,Indeterminada,Indeterminada
1710,11,2,1993,,,14493,,,21.6,22.8,14.9,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,467,FALSE,Indeterminada,Indeterminada,Indeterminada
1711,11,2,1993,,,14494,,,17,19,12.6,0.5,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,468,FALSE,Indeterminada,Indeterminada,Indeterminada
1712,18,11,1994,,,14494,,,32.7,34.3,25.3,3.2,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,468,FALSE,Indeterminada,Indeterminada,Indeterminada
1713,11,2,1993,,,14495,,,20.1,22.1,13.9,0.75,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,469,FALSE,Indeterminada,Indeterminada,Indeterminada
1714,11,2,1993,,,14496,,,22.2,24,15.3,1.1,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,470,FALSE,Indeterminada,Indeterminada,Indeterminada
1715,18,11,1994,,,14496,,,30.1,33,21.9,2.9,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,470,FALSE,Indeterminada,Indeterminada,Indeterminada
1716,11,2,1993,,,14497,,,21,22.5,14.7,0.85,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,471,FALSE,Indeterminada,Indeterminada,Indeterminada
1717,26,11,1994,,,14497,,,31,32.8,22.6,4,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,471,FALSE,Indeterminada,Indeterminada,Indeterminada
1718,11,2,1993,,,14498,,,21.8,23.5,15.4,1,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,472,FALSE,Indeterminada,Indeterminada,Indeterminada
1719,11,2,1993,,,14499,,,20.3,21.6,14.1,0.8,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,473,FALSE,Indeterminada,Indeterminada,Indeterminada
1720,25,11,1994,,,14499,,,29.2,31.2,21.5,3,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,473,FALSE,Indeterminada,Indeterminada,Indeterminada
1721,11,2,1993,,,14500,,,21.4,23.5,15,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,474,FALSE,Indeterminada,Indeterminada,Indeterminada
1722,11,2,1993,,,14501,,,19.3,21,13.8,0.7,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,475,FALSE,Indeterminada,Indeterminada,Indeterminada
1723,11,2,1993,,,14502,,,21.4,23,15.4,1,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,476,FALSE,Indeterminada,Indeterminada,Indeterminada
1724,11,2,1993,,,14503,,,22.8,24.3,15.7,1.1,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,477,FALSE,Indeterminada,Indeterminada,Indeterminada
1725,11,2,1993,,,14504,,,20.5,21.7,15.9,0.8,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,478,FALSE,Indeterminada,Indeterminada,Indeterminada
1726,11,2,1993,,,14505,,,16.1,20,12.5,0.6,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,479,FALSE,Indeterminada,Indeterminada,Indeterminada
1727,11,2,1993,,,14506,,,21.2,23,12.7,0.85,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,480,FALSE,Indeterminada,Indeterminada,Indeterminada
1728,25,11,1994,,,14506,,,29.7,32.7,22,3.2,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,480,FALSE,Indeterminada,Indeterminada,Indeterminada
1729,11,2,1993,,,14507,,,20.5,22.2,14,0.8,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,481,FALSE,Indeterminada,Indeterminada,Indeterminada
1730,19,11,1994,,,14507,,,30.5,32.7,22.8,3.2,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,481,FALSE,Indeterminada,Indeterminada,Indeterminada
1731,11,2,1993,,,14508,,,19.6,21.2,13.7,0.75,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,482,FALSE,Indeterminada,Indeterminada,Indeterminada
1732,26,11,1994,,,14508,,,28.6,30.5,20.5,3,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,482,FALSE,Indeterminada,Indeterminada,Indeterminada
1733,11,2,1993,,,14509,,,20,21,13.7,0.75,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,483,FALSE,Indeterminada,Indeterminada,Indeterminada
1734,11,2,1993,,,14510,,,19.7,21.5,14,0.7,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,484,FALSE,Indeterminada,Indeterminada,Indeterminada
1735,18,11,1994,,,14510,,,27.2,29.9,20,2.2,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,484,FALSE,Indeterminada,Indeterminada,Indeterminada
1736,11,2,1993,,,14511,,,16.3,18.4,11.5,0.5,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,485,FALSE,Indeterminada,Indeterminada,Indeterminada
1737,11,2,1993,,,14512,,,20,21,13.7,0.7,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,486,FALSE,Indeterminada,Indeterminada,Indeterminada
1738,19,11,1994,,,14512,,,28.8,32.3,22.3,3,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,486,FALSE,Indeterminada,Indeterminada,Indeterminada
1739,11,2,1993,,,14513,,,19.9,21.4,13.8,0.8,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,487,FALSE,Indeterminada,Indeterminada,Indeterminada
1740,25,11,1994,,,14513,,,29.1,30.8,22,2.8,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,487,FALSE,Indeterminada,Indeterminada,Indeterminada
1741,11,2,1993,,,14514,,,21.2,23,14.8,0.9,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,488,FALSE,Indeterminada,Indeterminada,Indeterminada
1742,19,11,1994,,,14514,,,30.5,32,22.4,3.2,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,488,FALSE,Indeterminada,Indeterminada,Indeterminada
1743,11,2,1993,,,14515,,,18.6,19.7,12.9,0.6,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,489,FALSE,Indeterminada,Indeterminada,Indeterminada
1744,25,11,1994,,,14515,,,25.9,27.8,18.7,2,20,1989.5,1993,0,Juvenil,Macho,3.5,4.5,489,FALSE,Indeterminada,Indeterminada,Indeterminada
1745,11,2,1993,,,14516,,,19.2,20.5,13.3,0.7,10,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,490,FALSE,Indeterminada,Indeterminada,Indeterminada
1746,11,2,1993,,,14517,,,21.9,23.4,15.1,1.1,20,1989.5,1993,1,Juvenil,Indeterminada,3.5,3.5,491,FALSE,Indeterminada,Indeterminada,Indeterminada
1747,19,11,1994,,,14517,,,32,33.7,22.9,3.4,30,1989.5,1993,0,Juvenil,Macho,3.5,4.5,491,FALSE,Indeterminada,Indeterminada,Indeterminada
1748,25,11,1993,,,14518,,,20.3,21.7,14.3,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,492,FALSE,Indeterminada,Indeterminada,Indeterminada
1749,21,11,1994,,,14518,,,22.6,24.4,16.2,1.1,20,1990.5,1993,0,Juvenil,Macho,2.5,3.5,492,FALSE,Indeterminada,Indeterminada,Indeterminada
1750,25,11,1993,,,14519,,,19.9,20.3,14.1,0.8,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,493,FALSE,Indeterminada,Indeterminada,Indeterminada
1751,25,11,1993,,,14520,,,19.4,21.1,13.8,0.75,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,494,FALSE,Indeterminada,Indeterminada,Indeterminada
1752,25,11,1993,,,14521,,,18.3,20,13.1,0.65,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,495,FALSE,Indeterminada,Indeterminada,Indeterminada
1753,25,11,1993,,,14522,,,20.3,21.6,13.7,0.72,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,496,FALSE,Indeterminada,Indeterminada,Indeterminada
1754,25,11,1993,,,14523,,,22.3,24.3,15.7,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,497,FALSE,Indeterminada,Indeterminada,Indeterminada
1755,25,11,1993,,,14524,,,21.4,23,15.3,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,498,FALSE,Indeterminada,Indeterminada,Indeterminada
1756,25,11,1993,,,14525,,,22.1,23.3,15.1,1.05,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,499,FALSE,Indeterminada,Indeterminada,Indeterminada
1757,25,11,1993,,,14526,,,21.9,23.8,15.6,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,500,FALSE,Indeterminada,Indeterminada,Indeterminada
1758,20,11,1994,,,14526,,,25.2,27.2,18.4,1.8,20,1990.5,1993,0,Juvenil,Macho,2.5,3.5,500,FALSE,Indeterminada,Indeterminada,Indeterminada
1759,25,11,1993,,,14527,,,21.1,22.7,14.9,0.9,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,501,FALSE,Indeterminada,Indeterminada,Indeterminada
1760,25,11,1993,,,14528,,,20.7,24,14.7,0.95,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,502,FALSE,Indeterminada,Indeterminada,Indeterminada
1761,25,11,1993,,,14529,,,22.8,22.3,15.8,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,503,FALSE,Indeterminada,Indeterminada,Indeterminada
1762,25,11,1993,,,14530,,,20.8,23.2,14.4,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,504,FALSE,Indeterminada,Indeterminada,Indeterminada
1763,25,11,1993,,,14531,,,21.9,23.2,15.5,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,505,FALSE,Indeterminada,Indeterminada,Indeterminada
1764,25,11,1993,,,14532,,,20.6,21.8,14.3,0.85,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,506,FALSE,Indeterminada,Indeterminada,Indeterminada
1765,25,11,1993,,,14533,,,20,22,13.6,0.7,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,507,FALSE,Indeterminada,Indeterminada,Indeterminada
1766,21,11,1994,,,14533,,,21.7,22.2,14.7,1.1,20,1990.5,1993,0,Juvenil,Macho,2.5,3.5,507,FALSE,Indeterminada,Indeterminada,Indeterminada
1767,25,11,1993,,,14534,,,20.5,21.9,14.2,0.75,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,508,FALSE,Indeterminada,Indeterminada,Indeterminada
1768,25,11,1993,,,14535,,,21,22,14.5,0.9,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,509,FALSE,Indeterminada,Indeterminada,Indeterminada
1769,25,11,1993,,,14536,,,19.2,20,13.2,0.7,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,510,FALSE,Indeterminada,Indeterminada,Indeterminada
1770,25,11,1993,,,14537,,,20,20.7,13.9,0.7,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,511,FALSE,Indeterminada,Indeterminada,Indeterminada
1771,25,11,1993,,,14538,,,18.7,19.5,13,0.65,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,512,FALSE,Indeterminada,Indeterminada,Indeterminada
1772,25,11,1993,,,14539,,,19.2,20.6,13.5,0.6,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,513,FALSE,Indeterminada,Indeterminada,Indeterminada
1773,25,11,1993,,,14540,,,20.3,21.5,14.3,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,514,FALSE,Indeterminada,Indeterminada,Indeterminada
1774,25,11,1993,,,14541,,,19.7,21.3,14.1,0.8,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,515,FALSE,Indeterminada,Indeterminada,Indeterminada
1775,25,11,1993,,,14542,,,21.7,25.7,15.1,0.95,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,516,FALSE,Indeterminada,Indeterminada,Indeterminada
1776,25,11,1993,,,14543,,,20,21.2,14.2,0.75,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,517,FALSE,Indeterminada,Indeterminada,Indeterminada
1777,25,11,1993,,,14544,,,20,21.6,14,0.75,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,518,FALSE,Indeterminada,Indeterminada,Indeterminada
1778,25,11,1993,,,14545,,,19.6,20.6,13.7,0.7,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,519,FALSE,Indeterminada,Indeterminada,Indeterminada
1779,25,11,1993,,,14546,,,21,22.5,14.6,0.9,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,520,FALSE,Indeterminada,Indeterminada,Indeterminada
1780,25,11,1993,,,14547,,,20.1,21.5,14.4,0.7,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,521,FALSE,Indeterminada,Indeterminada,Indeterminada
1781,25,11,1993,,,14548,,,19.6,21.1,13.5,0.75,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,522,FALSE,Indeterminada,Indeterminada,Indeterminada
1782,25,11,1993,,,14549,,,18.7,19.8,12.6,0.6,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,523,FALSE,Indeterminada,Indeterminada,Indeterminada
1783,25,11,1993,,,14550,,,19.6,21,13.9,0.7,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,524,FALSE,Indeterminada,Indeterminada,Indeterminada
1784,25,11,1993,,,14551,,,21.3,23.2,15,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,525,FALSE,Indeterminada,Indeterminada,Indeterminada
1785,25,11,1993,,,14552,,,23.3,24.9,16.5,1.25,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,526,FALSE,Indeterminada,Indeterminada,Indeterminada
1786,25,11,1993,,,14553,,,18.2,18.7,12.9,0.6,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,527,FALSE,Indeterminada,Indeterminada,Indeterminada
1787,25,11,1993,,,14554,,,22.7,24.1,15.6,1.1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,528,FALSE,Indeterminada,Indeterminada,Indeterminada
1788,25,11,1993,,,14555,,,23.6,25.1,16.6,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,529,FALSE,Indeterminada,Indeterminada,Indeterminada
1789,25,11,1993,,,14556,,,20,21.7,14,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,530,FALSE,Indeterminada,Indeterminada,Indeterminada
1790,25,11,1993,,,14557,,,21.1,22.2,14.2,0.9,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,531,FALSE,Indeterminada,Indeterminada,Indeterminada
1791,25,11,1993,,,14558,,,22.6,24,16,1.1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,532,FALSE,Indeterminada,Indeterminada,Indeterminada
1792,25,11,1993,,,14559,,,18.8,20.7,15.1,0.6,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,533,FALSE,Indeterminada,Indeterminada,Indeterminada
1793,25,11,1993,,,14560,,,22.2,24,15.9,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,534,FALSE,Indeterminada,Indeterminada,Indeterminada
1794,25,11,1993,,,14561,,,20.6,22,14.1,0.9,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,535,FALSE,Indeterminada,Indeterminada,Indeterminada
1795,25,11,1993,,,14562,,,20.1,20,14.2,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,536,FALSE,Indeterminada,Indeterminada,Indeterminada
1796,25,11,1993,,,14563,,,20.6,22.1,14.3,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,537,FALSE,Indeterminada,Indeterminada,Indeterminada
1797,25,11,1993,,,14564,564,42027276,18.2,20,12.8,0.6,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,538,FALSE,Indeterminada,Indeterminada,Macho
1798,21,11,1994,,,14564,,42027276,20.7,22.6,14.6,1.1,20,1990.5,1993,0,Juvenil,Macho,2.5,3.5,538,FALSE,Indeterminada,Indeterminada,Macho
1799,4,9,2000,-1.37358,-89.68469,14564,564,42027276,48,50,36.2,11.2,40,1990.5,1993,0,Juvenil,Juvenil,2.5,9.5,538,FALSE,Indeterminada,Indeterminada,Macho
1800,27,7,2002,-1.37398,-89.68391,14564,564,42027276,54,58.5,42.5,18,50,1990.5,1993,0,Adulta,Macho,2.5,11.5,538,FALSE,Macho,Macho,Macho
1801,8,9,2007,-1.37478,-89.68492,14564,564,42027276,65.4,67.3,50.5,25,,1990.5,1993,0,Adulta,Macho,2.5,16.5,538,FALSE,Macho,Macho,Macho
1802,30,8,2019,-1.37753,-89.6851,,,42027276,81.3,83.3,60.8,53.2,80,1990.5,1993,0,Adulta,Macho,2.5,28.5,538,FALSE,Macho,Macho,Macho
1803,25,11,1993,,,14565,,,20.5,22.4,14.4,0.85,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,539,FALSE,Indeterminada,Indeterminada,Indeterminada
1804,25,11,1993,,,14566,,,21.1,22.5,14.8,0.9,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,540,FALSE,Indeterminada,Indeterminada,Indeterminada
1805,25,11,1993,,,14567,,,21.2,23.1,14.9,1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,541,FALSE,Indeterminada,Indeterminada,Indeterminada
1806,25,11,1993,,,14568,,,20.1,21.2,14.2,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,542,FALSE,Indeterminada,Indeterminada,Indeterminada
1807,25,11,1993,,,14569,,,19.8,21.6,14,0.8,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,543,FALSE,Indeterminada,Indeterminada,Indeterminada
1808,25,11,1993,,,14570,,,19.6,20.8,13.7,0.7,10,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,544,FALSE,Indeterminada,Indeterminada,Indeterminada
1809,25,11,1993,,,14571,,,20.1,21.1,14.4,0.8,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,545,FALSE,Indeterminada,Indeterminada,Indeterminada
1810,25,11,1993,,,14572,,,21.6,21.8,14.9,0.9,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,546,FALSE,Indeterminada,Indeterminada,Indeterminada
1811,25,11,1993,,,14573,,,21.3,23.1,15.6,0.95,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,547,FALSE,Indeterminada,Indeterminada,Indeterminada
1812,25,11,1993,,,14574,,,22.2,23.6,15.9,1.1,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,548,FALSE,Indeterminada,Indeterminada,Indeterminada
1813,25,11,1993,,,14575,,,23,25,16.3,1.2,20,1990.5,1993,1,Juvenil,Indeterminada,2.5,2.5,549,FALSE,Indeterminada,Indeterminada,Indeterminada
